,maker,specific_origin,ref,review_date,cocoa_percent,company_location,rating,bean_type,broad_origin
1631,tejas,bayou blend,801,2012,70.0,u.s.a.,3.0,blend,"ecuador, mad., png"
640,feitoria cacao,blue mountain,1732,2016,76.0,portugal,3.0,unknown,jamaica
823,holy cacao,san martin,431,2009,70.0,israel,3.5,unknown,peru
714,friis holm (bonnat),"rugoso, xoco",923,2012,70.0,denmark,3.75,unknown,nicaragua
1569,spencer,"ecuador, lot e432314l",1792,2016,70.0,australia,3.75,unknown,ecuador
1432,scharffen berger,asante,336,2009,65.0,u.s.a.,4.0,forastero,ghana
1426,santome,sao tome,761,2011,70.0,france,2.75,forastero,sao tome
140,askinosie,cortes,661,2011,70.0,u.s.a.,3.75,trinitario,honduras
284,cacao barry,grand 'anse,1716,2016,65.0,france,3.5,"trinitario, criollo",haiti
1740,willie's cacao,los llanos,1227,2014,88.0,u.k.,3.0,trinitario,colombia
1062,mars,"ghana, prototype",544,2010,65.0,u.s.a.,3.5,forastero,ghana
716,friis holm (bonnat),"chuno, xoco",623,2011,70.0,denmark,3.5,"criollo, trinitario",nicaragua
633,ethel's artisan (mars),porcelana,666,2011,70.0,u.s.a.,2.5,criollo (porcelana),venezuela
996,madre,brazil,1085,2013,70.0,u.s.a.,3.5,unknown,brazil
447,coppeneur,"ecuador, puristique",1169,2013,65.0,germany,3.25,forastero (nacional),ecuador
607,edelmond,porcelana,1876,2016,68.0,germany,3.0,criollo,venezuela
1058,marou,lam dong,955,2012,74.0,vietnam,3.5,trinitario,vietnam
1531,soma,orinoco,1173,2013,70.0,canada,3.25,forastero,venezuela
1485,"smooth chocolator, the",kokoa kamili,1622,2015,67.0,australia,3.75,unknown,tanzania
1067,martin mayer,tumaco,1836,2016,74.0,austria,3.25,unknown,colombia
1751,woodblock,"camino verde p., balao, guayas",1042,2013,70.0,u.s.a.,3.25,unknown,ecuador
1069,mast brothers,tanzania,1450,2015,74.0,u.s.a.,3.25,unknown,tanzania
1000,madre,"criollo, hawaii",995,2012,70.0,u.s.a.,3.25,criollo,hawaii
43,alexandre,"makwale village, kyela",1944,2017,70.0,netherlands,3.5,forastero,tanzania
1010,malagasy (chocolaterie robert),sambirano 2006,184,2007,75.0,madagascar,2.75,trinitario,madagascar
884,kah kow,"rizek cacao, domin. rep.",1069,2013,82.0,domincan republic,3.0,unknown,dominican
840,hotel chocolat (coppeneur),"island growers, 96hr c.",623,2011,65.0,u.k.,3.25,trinitario,st lucia
939,la maison du chocolat (valrhona),"cuana, 2008",230,2008,74.0,france,3.5,blend,venezuela
1091,maverick,elvesia,1367,2014,70.0,u.s.a.,3.25,unknown,dominican
26,adi,"vanua levu, toto-a",705,2011,80.0,fiji,3.25,trinitario,fiji
767,guittard,"sambirano, ambanja",87,2006,65.0,u.s.a.,3.5,"criollo, +",madagascar
1590,summerbird,peru,1800,2016,71.0,denmark,3.0,"criollo, trinitario",peru
881,just good chocolate,madagascar,1375,2014,70.0,u.s.a.,3.5,trinitario,madagascar
1488,"smooth chocolator, the",bolivia,1626,2015,72.0,australia,2.75,unknown,bolivia
134,artisan du chocolat,peru,363,2009,75.0,u.k.,3.0,criollo,peru
1464,sirene,kokoa kamili coop,1856,2016,73.0,canada,3.5,unknown,tanzania
71,ambrosia,dominican republic,1498,2015,75.0,canada,3.25,unknown,dominican
1742,willie's cacao,sambirano,593,2010,71.0,u.k.,3.0,trinitario,madagascar
1224,omnom,madagascar,1247,2014,66.0,iceland,3.5,trinitario,madagascar
333,c-amaro,trinidad,765,2011,70.0,italy,2.5,trinitario,trinidad
1417,salgado,bahia superior,288,2008,70.0,argentina,3.5,forastero,brazil
461,coppeneur,chuao 70hr,451,2009,70.0,germany,3.75,"criollo, trinitario",venezuela
662,franceschi,canoabo,911,2012,70.0,venezuela,3.75,unknown,venezuela
1360,rain republic,suchitepequez e.,470,2010,70.0,guatemala,2.75,unknown,guatemala
1017,mana,peru,1219,2014,74.0,u.s.a.,2.5,unknown,peru
1200,obolo,pangoa,1638,2015,70.0,chile,3.75,criollo,peru
616,el rey,"carenero superior, gran saman",32,2006,70.0,venezuela,2.75,criollo,venezuela
1394,rogue,"bachelor's hall e., st. thomas parish",1193,2013,75.0,u.s.a.,3.75,trinitario,jamaica
1754,woodblock,costa rica,825,2012,70.0,u.s.a.,3.0,unknown,costa rica
150,bakau,"huallabamba, 2015",1454,2015,70.0,peru,3.5,unknown,peru
655,forteza (cortes),dominican republic,1776,2016,70.0,puerto rico,2.75,unknown,dominican
796,heirloom cacao preservation (millcreek),"los rios, hacienda limon, orecao, 2015",1744,2016,70.0,u.s.a.,3.5,eet,ecuador
899,kerchner,"la red, project reserva, guaconejo",1133,2013,70.0,u.s.a.,3.75,unknown,dominican
1787,zotter,santo domingo,879,2012,70.0,austria,3.75,unknown,dominican
1106,mesocacao,"la tronca, matagalpa",1351,2014,70.0,honduras,3.25,unknown,nicaragua
1287,pierre marcolini,"porcelana, tabasco, finca la joya",445,2009,72.0,belgium,3.0,criollo,mexico
255,brasstown aka it's chocolate,maya mountain,1255,2014,70.0,u.s.a.,3.75,trinitario,belize
1422,santander (compania nacional),colombian w/ nibs,414,2009,70.0,colombia,3.0,forastero (nacional),colombia
253,brasstown aka it's chocolate,"o'payo, waslala",1868,2016,70.0,u.s.a.,3.75,unknown,nicaragua
615,el rey,"carenero superior, mijao",206,2008,61.0,venezuela,3.0,criollo,venezuela
1413,s.a.i.d.,arawak,615,2010,72.0,italy,3.5,unknown,carribean
1086,matale,"malekula p., 2013",1177,2013,72.0,australia,3.5,trinitario,vanuatu
223,bonnat,"los colorados, santo domingo, equateur",1418,2014,75.0,france,3.25,unknown,dominican
1746,willie's cacao,rio caribe,457,2009,72.0,u.k.,3.25,trinitario,venezuela
1408,rozsavolgyi,"aragua, trincheras",717,2011,70.0,hungary,3.5,unknown,venezuela
1061,mars,nigeria,544,2010,65.0,u.s.a.,3.25,unknown,nigeria
372,cello,peru,1247,2014,70.0,u.s.a.,2.75,unknown,peru
88,amma,catongo,1065,2013,75.0,brazil,3.25,forastero (catongo),brazil
1568,spencer,"dominican republic, lot d82r",1792,2016,70.0,australia,3.5,unknown,dominican
1702,valrhona,"sambirano, ampamakia 2005, millot p.",75,2006,64.0,france,3.5,trinitario,madagascar
1242,pacari,cumbia,1415,2014,70.0,ecuador,3.5,unknown,ecuador
553,dolfin (belcolade),africa,304,2008,88.0,belgium,3.0,forastero,west africa
845,hotel chocolat (coppeneur),uganda,296,2008,80.0,u.k.,2.5,forastero,uganda
1333,pralus,ghana,40,2006,75.0,france,3.25,forastero,ghana
410,"chocolate tree, the",madagascar,919,2012,72.0,scotland,3.25,criollo,madagascar
795,heirloom cacao preservation (manoa),"maunawili, o'ahu, agri research c., 2015",1744,2016,72.0,u.s.a.,3.5,unknown,hawaii
684,fresco,"conacado, #224, mr, mc",1081,2013,72.0,u.s.a.,3.75,unknown,dominican
1611,tabal,"chiapas, lacandon jungle",1105,2013,70.0,u.s.a.,2.5,unknown,mexico
710,friis holm (bonnat),"medagla, xoco",1034,2013,70.0,denmark,3.5,unknown,nicaragua
184,beschle (felchlin),maracaibo,636,2011,88.0,switzerland,3.0,criollo,venezuela
1205,ocho,sang yum coop,1760,2016,70.0,new zealand,3.5,unknown,samoa
1140,moho,"toledo district, w/ nibs",1026,2013,73.0,u.s.a.,3.25,trinitario,belize
331,c-amaro,venezuela,809,2012,80.0,italy,3.0,unknown,venezuela
872,isidro,madagascar,1275,2014,72.0,u.s.a.,3.5,trinitario,madagascar
1258,palette de bine,lam dong,1574,2015,72.0,canada,3.75,trinitario,vietnam
718,fruition,"wild bolivian, batch 2",1780,2016,74.0,u.s.a.,3.75,beniano,bolivia
257,brasstown aka it's chocolate,cooproagro,1125,2013,72.0,u.s.a.,3.0,trinitario,dominican
1437,scharffen berger,cuyagua,135,2007,75.0,u.s.a.,3.75,unknown,venezuela
1186,noble bean aka jerjobo,moho valley,1299,2014,75.0,u.s.a.,3.0,trinitario,belize
1020,manifesto cacao,colombia,1331,2014,70.0,colombia,2.75,unknown,colombia
49,altus aka cao artisan,sur del lago,1125,2013,60.0,u.s.a.,2.5,unknown,venezuela
412,chocoreko,patanemo,1454,2015,77.0,japan,3.0,criollo,venezuela
1661,timo a. meyer,"belize, med roast",1836,2016,72.0,germany,3.75,"trinitario, tcga",belize
1727,violet sky,peru,1458,2015,77.0,u.s.a.,3.25,"criollo, trinitario",peru
1514,soma,csb chama,1594,2015,70.0,canada,3.5,criollo,venezuela
753,guittard,ecuador,1053,2013,65.0,u.s.a.,3.5,unknown,ecuador
1093,maverick,"morropon, norandiono coop, piura",1430,2014,63.0,u.s.a.,3.5,criollo,peru
873,isidro,peru,1279,2014,72.0,u.s.a.,2.25,unknown,peru
560,domori,"canoabo, hacienda san jose",693,2011,70.0,italy,3.5,criollo,venezuela
581,duffy's,"rio dulce, xoco",1662,2015,70.0,u.k.,4.0,criollo,guatemala
788,heilemann,peru,1876,2016,64.0,germany,2.75,unknown,peru
1449,shark mountain,roig,1466,2015,74.0,u.s.a.,3.5,"criollo, trinitario",dominican
1525,soma,"sangre grande p., trinidad",1073,2013,70.0,canada,3.75,trinitario,trinidad
299,cacao hunters,sierra nevada,1430,2014,64.0,colombia,3.5,unknown,colombia
1155,muchomas (mesocacao),nicaragua,1462,2015,80.0,u.s.a.,3.5,unknown,nicaragua
445,condor,camino verde,1630,2015,76.0,u.s.a.,3.5,unknown,ecuador
352,carlotta chocolat,arauca,1884,2016,65.0,colombia,3.0,trinitario,colombia
1537,soma,cahabon region,951,2012,70.0,canada,3.5,trinitario,guatemala
631,ethel's artisan (mars),"peru, madagascar",666,2011,55.0,u.s.a.,2.5,unknown,"peru, madagascar"
573,domori,"ocumare 67, puertofino",192,2007,70.0,italy,4.0,criollo (ocumare 67),venezuela
895,kallari (ecuatoriana),cacao nacional w.f.,263,2008,75.0,ecuador,2.5,unknown,ecuador
7,a. morin,sur del lago,1315,2014,70.0,france,3.5,criollo,venezuela
1018,mana,venezuela,1219,2014,74.0,u.s.a.,2.75,unknown,venezuela
302,cacao hunters,arauca,1434,2014,70.0,colombia,3.25,unknown,colombia
1206,ocho,"png, devotion",1411,2014,66.0,new zealand,2.75,unknown,papua new guinea
8,a. morin,puerto cabello,1319,2014,70.0,france,3.75,criollo,venezuela
1509,soma,"bahia black, batch bra50722.1",1828,2016,70.0,canada,3.5,forastero (parazinho),brazil
758,guittard,"o'ahu, n. shore, waialua e., kakoleka",316,2009,55.0,u.s.a.,3.0,unknown,hawaii
1743,willie's cacao,hacienda las trincheras,593,2010,72.0,u.k.,3.5,unknown,venezuela
404,chocolate makers,"peru, awagum bar",1530,2015,80.0,amsterdam,3.75,criollo,peru
158,batch,brazil,1868,2016,70.0,u.s.a.,3.75,unknown,brazil
227,bonnat,cuba,629,2011,75.0,france,3.5,trinitario,cuba
307,cacao prieto,"dominican republic, rustic",647,2011,65.0,u.s.a.,3.25,unknown,dominican
736,goodnow farms,"el carmen, batch 1003",1924,2016,77.0,u.s.a.,3.25,unknown,nicaragua
1339,pump street bakery,"chocoan rainforest, teroro escondido, esm",1872,2016,77.0,u.k.,3.5,unknown,ecuador
698,fresco,"sambirano valley, #215, mr, mc",688,2011,74.0,u.s.a.,3.0,trinitario,madagascar
535,dick taylor,lanquin estate,1952,2017,70.0,u.s.a.,3.75,unknown,guatemala
1478,"smooth chocolator, the","porcelana, sorotaima,machiques,batch pcl001",1740,2016,70.0,australia,4.0,criollo,ecuador
188,beschle (felchlin),"porcelana, premier cru, quizas no. 1",508,2010,74.0,switzerland,3.25,criollo (porcelana),venezuela
1365,raoul boulanger,piura,1872,2016,75.0,france,3.25,criollo,peru
852,hummingbird,hispaniola,1311,2014,70.0,canada,3.75,trinitario,dominican
291,cacao de origen,agua fria; sucre region,1391,2014,75.0,venezuela,2.5,unknown,venezuela
1262,palette de bine,duo- gran couva & camino verde,1399,2014,75.0,canada,3.5,blend,"trinidad, ecuador"
1079,mast brothers,papua new guinea,777,2011,71.0,u.s.a.,2.75,unknown,papua new guinea
308,cacao sampaka,"mahali, kasai",1908,2016,70.0,spain,3.5,criollo,congo
1357,raaka,virunga,1708,2015,75.0,u.s.a.,2.75,forastero,congo
453,coppeneur,chuao,478,2010,70.0,germany,3.0,trinitario,venezuela
426,choklat,brazilian,377,2009,70.0,canada,3.0,unknown,brazil
708,friis holm (bonnat),la dalia,1259,2014,70.0,denmark,3.5,unknown,nicaragua
1343,pump street bakery,"patanemo vil., carabobo state, tisano family",1223,2014,75.0,u.k.,2.75,trinitario,venezuela
518,davis,west africa,907,2012,58.0,u.s.a.,3.25,forastero,west africa
327,c-amaro,cuba,1442,2014,75.0,italy,2.5,unknown,cuba
1407,rozsavolgyi,porcelana,717,2011,71.0,hungary,2.5,unknown,venezuela
1629,tcho,nutty-beta,284,2008,70.0,u.s.a.,2.5,unknown,peru
706,friis holm (bonnat),la dalia,1680,2015,60.0,denmark,3.0,unknown,nicaragua
971,lillie belle,la selva,903,2012,68.0,u.s.a.,3.75,unknown,peru
1157,mutari,"oko caribe, batch 1 srb",1896,2016,71.0,u.s.a.,2.75,unknown,dominican
1524,soma,"apurimac, el quinacho co-op",1073,2013,70.0,canada,2.75,criollo,peru
488,dandelion,"cumboto, farmer jose lugo",1026,2013,70.0,u.s.a.,2.75,unknown,venezuela
1,a. morin,kpime,1676,2015,70.0,france,2.75,unknown,togo
53,altus aka cao artisan,peru,1133,2013,60.0,u.s.a.,3.25,unknown,peru
110,arete,matasawalevu,1928,2016,70.0,u.s.a.,3.25,unknown,fiji
1239,orquidea,peru,859,2012,72.0,peru,3.0,unknown,peru
1304,pitch dark,"camino verde p., balao, guayas, ""floral""",1319,2014,73.0,u.s.a.,3.5,unknown,ecuador
847,hotel chocolat (coppeneur),uba budo,300,2008,72.0,u.k.,3.0,forastero,sao tome
374,cello,bolivia,1251,2014,70.0,u.s.a.,3.0,unknown,bolivia
1180,nibble,elvesia p.,1526,2015,72.0,u.s.a.,2.75,trinitario,dominican
1261,palette de bine,"camino verde p., balao, guayas",1303,2014,75.0,canada,2.75,unknown,ecuador
501,danta,sambirano,987,2012,70.0,guatemala,3.75,trinitario,madagascar
62,amano,ocumare,175,2007,70.0,u.s.a.,3.75,criollo,venezuela
151,bar au chocolat,bahia,1554,2015,70.0,u.s.a.,3.5,unknown,brazil
904,kto,belize,1422,2014,72.0,u.s.a.,3.0,trinitario,belize
994,madre,guadalcanal,1940,2017,73.0,u.s.a.,3.5,unknown,solomon islands
1486,"smooth chocolator, the",san juan estate,1622,2015,70.0,australia,3.75,trinitario,trinidad
1040,map chocolate,"a case of the xerces blues, triple roast",1606,2015,70.0,u.s.a.,3.5,unknown,nicaragua
1759,xocolla,"sambirano, batch 170102",1948,2017,70.0,u.s.a.,2.75,unknown,madagascar
1194,nuance,"ecuador, 2013",1458,2015,70.0,u.s.a.,2.75,trinitario,ecuador
691,fresco,"markham valley, #222, lr, 0c",931,2012,69.0,u.s.a.,3.0,trinitario,papua new guinea
1254,palette de bine,maya mtn,1720,2016,72.0,canada,3.0,trinitario,belize
1412,s.a.i.d.,samana,615,2010,70.0,italy,3.0,unknown,dominican
628,escazu,carenero superior,423,2009,81.0,u.s.a.,3.5,criollo,venezuela
1003,madre,upala,693,2011,70.0,u.s.a.,2.75,unknown,costa rica
597,durci,"rio caribe, tepui treasure",1626,2015,70.0,u.s.a.,3.5,trinitario,venezuela
1763,zak's,"madagascar, batch 2",1578,2015,70.0,u.s.a.,3.25,trinitario,madagascar
1495,sol cacao,"ecuador, batch 1",1812,2016,70.0,u.s.a.,3.5,unknown,ecuador
394,chocolate con amor,wild bolivian,1760,2016,70.0,u.s.a.,2.5,unknown,bolivia
103,arete,costa esmeraldas,1904,2016,70.0,u.s.a.,3.25,unknown,ecuador
699,fresco,"chuao, #218, mr, mc",745,2011,76.0,u.s.a.,3.25,trinitario,venezuela
495,dandelion,dominican republic,654,2011,70.0,u.s.a.,3.25,unknown,dominican
1534,soma,o'ahu,833,2012,70.0,canada,3.75,unknown,hawaii
1241,pacari,garaua,1415,2014,70.0,ecuador,3.25,unknown,ecuador
746,guido castagna,trinidad & tobago,355,2009,64.0,italy,3.0,unknown,"trinidad, tobago"
335,cao,tanzania,1804,2016,73.0,u.s.a.,2.75,unknown,tanzania
271,bright,gran couva,1235,2014,68.0,australia,2.75,trinitario,trinidad
442,compania de chocolate (salgado),moxos,292,2008,72.0,argentina,3.25,unknown,bolivia
665,frederic blondeel,peru brutus,1538,2015,75.0,belgium,3.5,unknown,peru
152,bar au chocolat,maranon canyon,1295,2014,70.0,u.s.a.,4.0,forastero (nacional),peru
989,machu picchu trading co.,peru,552,2010,55.0,peru,2.25,unknown,peru
1529,soma,"maracaibo, el vigia",1077,2013,70.0,canada,4.0,criollo,venezuela
874,isidro,belize,1279,2014,72.0,u.s.a.,3.25,trinitario,belize
524,dean and deluca (belcolade),costa rica,175,2007,64.0,u.s.a.,3.0,unknown,costa rica
915,kyya,ecuador,1363,2014,72.5,u.s.a.,2.5,unknown,ecuador
300,cacao hunters,tumaco,1430,2014,70.0,colombia,3.5,unknown,colombia
358,castronovo,"the lost city, gracias a dias, batch 362",1570,2015,72.0,u.s.a.,3.5,trinitario,honduras
1383,roasting masters,maleku,1844,2016,70.0,south korea,3.25,unknown,costa rica
1522,soma,"rizek cacao, domin. rep.",1019,2013,77.0,canada,3.75,trinitario,dominican
312,cacao sampaka,grenada,537,2010,71.0,spain,3.25,trinitario,grenada
621,enna,"wampusirpi, batch 007",1916,2016,75.0,u.s.a.,3.25,unknown,honduras
1036,map chocolate,"roig, 2014",1474,2015,70.0,u.s.a.,3.5,"criollo, trinitario",dominican
768,guittard,"los rios, quevedo",93,2006,65.0,u.s.a.,3.5,forastero (arriba),ecuador
1012,malagos,"davao, mt. talamo foothills",1121,2013,65.0,philippines,3.5,trinitario,philippines
263,brazen,"alta verapaz, 2014",1514,2015,70.0,u.s.a.,3.5,unknown,guatemala
215,blue bandana,"akesson's e., sambirano v.",1740,2016,82.0,u.s.a.,3.5,trinitario,madagascar
1275,patric,"rio caribe, paria penninsula",439,2009,70.0,u.s.a.,3.5,trinitario,venezuela
479,damson,los rios,1610,2015,70.0,u.k.,3.5,unknown,ecuador
707,friis holm (bonnat),la dalia,1680,2015,85.0,denmark,3.25,unknown,nicaragua
1474,sjolinds,ghana,1454,2015,70.0,u.s.a.,2.75,forastero,ghana
232,bonnat,"madagascar, 100% criollo",629,2011,75.0,france,4.0,criollo,madagascar
1353,q chocolate,brazil,935,2012,65.0,brazil,3.25,unknown,brazil
1434,scharffen berger,finisterra,227,2008,72.0,u.s.a.,3.0,blend,venezuela
399,chocolate con amor,ecuador,1764,2016,70.0,u.s.a.,3.25,unknown,ecuador
1681,urzi,"sur del lago, merida",1327,2014,65.0,italy,3.25,trinitario,venezuela
547,dick taylor,ecuador,769,2011,70.0,u.s.a.,3.25,unknown,ecuador
944,laia aka chat-noir,"cuba, batch 59/100",1590,2015,75.0,france,3.0,unknown,cuba
1178,neuhaus (callebaut),ocumare,24,2006,71.0,belgium,3.0,criollo,venezuela
1183,night owl,peru,1022,2013,75.0,u.s.a.,2.75,unknown,peru
1359,raaka,la red,785,2011,85.0,u.s.a.,3.5,unknown,dominican
1623,tcho,peru- ecuador,915,2012,99.0,u.s.a.,3.25,unknown,"peru, ecuador"
1055,marou,"tien giang, gao co-op",845,2012,70.0,vietnam,3.5,trinitario,vietnam
839,hotel chocolat (coppeneur),"island growers, 120hr c.",623,2011,65.0,u.k.,3.0,trinitario,st lucia
798,heirloom cacao preservation (zokoko),"alto beni, upper rio beni, 2015",1744,2016,68.0,u.s.a.,3.75,"amazon, ics",bolivia
1764,zak's,"peru, batch 1",1578,2015,70.0,u.s.a.,3.25,unknown,peru
567,domori,"ocumare 61, puertomar",129,2007,75.0,italy,3.25,criollo (ocumare 61),venezuela
1641,tejas,concepcion*,971,2012,80.0,u.s.a.,3.0,unknown,venezuela
5,a. morin,carenero,1315,2014,70.0,france,2.75,criollo,venezuela
730,georgia ramon,conacado coop,1646,2015,70.0,germany,3.5,trinitario,dominican
121,artisan du chocolat,"trinidad, heritage, limited ed.",1193,2013,72.0,u.k.,3.25,trinitario,trinidad
353,carlotta chocolat,tumaco,1888,2016,65.0,colombia,3.25,trinitario,colombia
667,frederic blondeel,ghana,1351,2014,60.0,belgium,3.5,forastero,ghana
228,bonnat,"cusco, cacao cusco",629,2011,75.0,france,3.5,unknown,peru
670,french broad,guatemala,1634,2015,73.0,u.s.a.,3.5,unknown,guatemala
1032,manufaktura czekolady,grand cru dominican republic,871,2012,70.0,poland,3.25,unknown,dominican
1507,soma,"oko caribe, duarte p., collab w chocosol",1820,2016,62.0,canada,3.5,unknown,dominican
1505,solstice,san martin,1161,2013,70.0,u.s.a.,3.25,unknown,peru
212,black river (a. morin),blue mountain region,1331,2014,70.0,u.k.,2.75,trinitario,jamaica
1181,nibble,"ambanja, sambirano valley",1526,2015,72.0,u.s.a.,3.0,trinitario,madagascar
654,forever cacao,rio eni,1267,2014,72.0,u.k.,2.75,criollo,peru
1380,ritual,costa rica,745,2011,75.0,u.s.a.,3.5,unknown,costa rica
1385,robert (aka chocolaterie robert),madagascar w/ nibs,1061,2013,68.0,madagascar,3.25,trinitario,madagascar
552,dole (guittard),"o'ahu, n. shore, waialua estate",311,2009,70.0,u.s.a.,3.75,unknown,hawaii
951,laia aka chat-noir,trinidad-tobago,1438,2014,68.0,france,2.75,unknown,trinidad-tobago
1713,videri,dominican republic,1211,2014,90.0,u.s.a.,3.25,unknown,dominican
773,habitual,dominican republic,1197,2014,75.0,canada,3.25,unknown,dominican
594,dulcinea,dominican republic,1506,2015,70.0,u.s.a.,3.25,unknown,dominican
1703,vanleer (barry callebaut),manhattan,963,2012,72.0,u.s.a.,2.5,forastero,ghana
791,heirloom cacao preservation (guittard),"alto beni, upper rio beni, 2014",1239,2014,67.0,u.s.a.,3.5,"amazon, ics",bolivia
972,lillie belle,purple haze,947,2012,75.0,u.s.a.,2.75,unknown,venezuela
604,eau de rose,tumaco,1812,2016,70.0,canada,3.25,unknown,colombia
438,cloudforest,"camino verde p., balao, guayas, 2014",1486,2015,73.0,u.s.a.,3.5,unknown,ecuador
403,chocolate makers,"congo, gorilla bar",1530,2015,68.0,amsterdam,3.5,forastero,congo
1601,szanto tibor,baracoa,1263,2014,70.0,hungary,3.75,trinitario,cuba
1423,santander (compania nacional),colombian semi dark,32,2006,53.0,colombia,2.0,forastero (nacional),colombia
1228,organicfair,caribe,1165,2013,72.0,canada,3.0,unknown,dominican
1482,"smooth chocolator, the","chimelb, lanquin, alta verapaz, b-gua001",1908,2016,70.0,australia,3.25,unknown,guatemala
1168,nanea,criollo blend,1007,2013,85.0,u.s.a.,3.5,unknown,hawaii
35,alain ducasse,trinite,1215,2014,65.0,france,2.75,trinitario,trinidad
213,blanxart,"congo, grand cru",1046,2013,82.0,spain,3.5,forastero,congo
224,bonnat,surfin,1418,2014,65.0,france,3.75,unknown,venezuela
1425,santander (compania nacional),colombian dark,32,2006,70.0,colombia,4.0,forastero (nacional),colombia
1518,soma,la dalia,1307,2014,70.0,canada,3.25,trinitario,nicaragua
1401,rogue,"sambirano, 2008",213,2008,70.0,u.s.a.,2.75,trinitario,madagascar
1144,molucca,indonesia,1618,2015,70.0,u.s.a.,2.75,unknown,indonesia
477,dalloway,"dominican republic, batch 7",1928,2017,72.0,u.s.a.,2.75,unknown,dominican
217,blue bandana,kokoa kamili,1752,2016,75.0,u.s.a.,3.5,unknown,tanzania
1578,starchild,rio tuma,1692,2015,70.0,u.s.a.,3.0,trinitario (amelonado),nicaragua
1678,undone,nourish,1438,2014,70.0,u.s.a.,3.0,unknown,dominican
851,hummingbird,momotombo,1311,2014,70.0,canada,3.0,trinitario,nicaragua
347,caribeans,"antigua, special reserve",1582,2015,72.0,costa rica,3.5,unknown,guatemala
512,dark forest,ocumare,1550,2015,70.0,u.s.a.,3.25,unknown,venezuela
1498,solkiki,"castillo, hispaniola, unroasted",1840,2016,85.0,u.k.,2.75,unknown,dominican
650,finca,puerto rico,1283,2014,65.0,u.s.a.,2.25,unknown,puerto rico
765,guittard,chucuri,15,2006,65.0,u.s.a.,3.0,trinitario,colombia
1420,salgado,rio arriba,292,2008,70.0,argentina,3.5,forastero (arriba) asss,ecuador
316,cacao sampaka,"xoconusco, chiapas",346,2009,70.0,spain,4.0,criollo,mexico
462,coppeneur,"porcelana, tabasco, mexico",220,2008,72.0,germany,3.0,criollo,mexico
1398,rogue,rio caribe,327,2009,70.0,u.s.a.,3.5,trinitario,venezuela
407,"chocolate tree, the",peru,1121,2013,70.0,scotland,3.75,forastero (nacional),peru
822,holy cacao,hispaniola,431,2009,70.0,israel,2.75,unknown,dominican
520,de mendes,"selvagem, jari",1462,2015,65.0,brazil,3.5,unknown,brazil
382,chocablog,ecuador,1454,2015,70.0,u.k.,3.25,unknown,ecuador
1153,montecristi,manabi,1658,2015,85.0,ecuador,3.5,unknown,ecuador
1030,manufaktura czekolady,porcelana,1255,2014,70.0,poland,3.75,criollo,venezuela
960,letterpress,liberia,1728,2016,70.0,u.s.a.,3.25,unknown,liberia
1042,map chocolate,colombia,1610,2015,75.0,u.s.a.,2.75,unknown,colombia
526,dean and deluca (belcolade),ghana,175,2007,60.0,u.s.a.,3.0,forastero,ghana
664,frederic blondeel,costa rica,1538,2015,70.0,belgium,3.5,unknown,costa rica
460,coppeneur,chuao 100hr,451,2009,70.0,germany,3.5,"criollo, trinitario",venezuela
1653,the barn,peru,1614,2015,70.0,sweden,3.0,unknown,peru
473,creo,"""heirloom"", arriba nacional",1736,2016,85.0,u.s.a.,3.25,forastero (nacional),ecuador
1132,millcreek cacao roasters,ecuador,1073,2013,70.0,u.s.a.,2.5,forastero (nacional),ecuador
283,cacao atlanta,patanemo,600,2010,75.0,u.s.a.,2.25,unknown,venezuela
1281,pierre marcolini,"haut penja, w/ nibs",1658,2015,70.0,belgium,3.25,forastero,cameroon
73,ambrosia,venezuela,1498,2015,70.0,canada,3.25,unknown,venezuela
1521,soma,little big man,1339,2014,70.0,canada,3.25,blend,madagascar & ecuador
1243,pacari,montubia,1415,2014,70.0,ecuador,3.75,unknown,ecuador
420,chocovic,guyave,117,2007,71.0,spain,2.5,trinitario,grenada
625,erithaj (a. morin),ba lai,1209,2014,74.0,france,3.25,trinitario,vietnam
794,heirloom cacao preservation (guittard),"maunawili, o'ahu, agri research c., 2014",1243,2014,67.0,u.s.a.,3.75,unknown,hawaii
902,kto,san martin,1422,2014,72.0,u.s.a.,2.5,unknown,peru
252,brasstown aka it's chocolate,"guasare, zulia prov.",1868,2016,70.0,u.s.a.,3.5,criollo,venezuela
178,benoit nihant,cuyagua village,1141,2013,74.0,belgium,3.5,criollo,venezuela
1108,metiisto,"fazenda sempre firme p., bahia",1267,2014,70.0,sweden,3.0,unknown,brazil
108,arete,phantom,1924,2016,70.0,u.s.a.,4.0,forastero (nacional),peru
101,arete,tien giang,1900,2016,73.0,u.s.a.,3.5,trinitario,vietnam
830,hotel chocolat (coppeneur),mekong delta & dong nai,1038,2013,80.0,u.k.,3.5,trinitario,vietnam
1755,woodblock,sambirano,951,2012,70.0,u.s.a.,3.25,trinitario,madagascar
1068,mast brothers,guatemala,1450,2015,76.0,u.s.a.,3.0,unknown,guatemala
1446,shark mountain,jamaica,1450,2015,72.0,u.s.a.,3.25,trinitario,jamaica
919,l.a. burdick (felchlin),chuao,927,2012,68.0,u.s.a.,3.75,trinitario,venezuela
485,dandelion,"camino verde p., balao, guayas, 2013",1295,2014,70.0,u.s.a.,3.5,unknown,ecuador
